Event_Type,Time,Source_Node,Destination_Node,Protocol,Packet_Size,Flags,Flow_ID,Source_Address,Destination_Address,Sequence_Number,Packet_ID
r,2.70032,1,0,ack,40,-------,0,1.0,0.0,198,415
+,2.70032,0,1,tcp,1040,-------,0,0.0,1.0,218,418
-,2.70496,0,1,tcp,1040,-------,0,0.0,1.0,202,386
r,2.70664,0,1,tcp,1040,-------,0,0.0,1.0,200,382
+,2.70664,1,0,ack,40,-------,0,1.0,0.0,200,419
-,2.70664,1,0,ack,40,-------,0,1.0,0.0,200,419
r,2.70864,1,0,ack,40,-------,0,1.0,0.0,199,417
+,2.70864,0,1,tcp,1040,-------,0,0.0,1.0,219,420
-,2.71328,0,1,tcp,1040,-------,0,0.0,1.0,203,388
r,2.71496,0,1,tcp,1040,-------,0,0.0,1.0,201,384
+,2.71496,1,0,ack,40,-------,0,1.0,0.0,201,421
-,2.71496,1,0,ack,40,-------,0,1.0,0.0,201,421
r,2.71696,1,0,ack,40,-------,0,1.0,0.0,200,419
+,2.71696,0,1,tcp,1040,-------,0,0.0,1.0,220,422
-,2.7216,0,1,tcp,1040,-------,0,0.0,1.0,204,390
r,2.72328,0,1,tcp,1040,-------,0,0.0,1.0,202,386
+,2.72328,1,0,ack,40,-------,0,1.0,0.0,202,423
-,2.72328,1,0,ack,40,-------,0,1.0,0.0,202,423
r,2.72528,1,0,ack,40,-------,0,1.0,0.0,201,421
+,2.72528,0,1,tcp,1040,-------,0,0.0,1.0,221,424
-,2.72992,0,1,tcp,1040,-------,0,0.0,1.0,205,392
r,2.7316,0,1,tcp,1040,-------,0,0.0,1.0,203,388
+,2.7316,1,0,ack,40,-------,0,1.0,0.0,203,425
-,2.7316,1,0,ack,40,-------,0,1.0,0.0,203,425
r,2.7336,1,0,ack,40,-------,0,1.0,0.0,202,423
+,2.7336,0,1,tcp,1040,-------,0,0.0,1.0,222,426
-,2.73824,0,1,tcp,1040,-------,0,0.0,1.0,206,394
r,2.73992,0,1,tcp,1040,-------,0,0.0,1.0,204,390
+,2.73992,1,0,ack,40,-------,0,1.0,0.0,204,427
-,2.73992,1,0,ack,40,-------,0,1.0,0.0,204,427
r,2.74192,1,0,ack,40,-------,0,1.0,0.0,203,425
+,2.74192,0,1,tcp,1040,-------,0,0.0,1.0,223,428
-,2.74656,0,1,tcp,1040,-------,0,0.0,1.0,207,396
r,2.74824,0,1,tcp,1040,-------,0,0.0,1.0,205,392
+,2.74824,1,0,ack,40,-------,0,1.0,0.0,205,429
-,2.74824,1,0,ack,40,-------,0,1.0,0.0,205,429
r,2.75024,1,0,ack,40,-------,0,1.0,0.0,204,427
+,2.75024,0,1,tcp,1040,-------,0,0.0,1.0,224,430
-,2.75488,0,1,tcp,1040,-------,0,0.0,1.0,208,398
r,2.75656,0,1,tcp,1040,-------,0,0.0,1.0,206,394
+,2.75656,1,0,ack,40,-------,0,1.0,0.0,206,431
-,2.75656,1,0,ack,40,-------,0,1.0,0.0,206,431
r,2.75856,1,0,ack,40,-------,0,1.0,0.0,205,429
+,2.75856,0,1,tcp,1040,-------,0,0.0,1.0,225,432
-,2.7632,0,1,tcp,1040,-------,0,0.0,1.0,209,400
r,2.76488,0,1,tcp,1040,-------,0,0.0,1.0,207,396
+,2.76488,1,0,ack,40,-------,0,1.0,0.0,207,433
-,2.76488,1,0,ack,40,-------,0,1.0,0.0,207,433
r,2.76688,1,0,ack,40,-------,0,1.0,0.0,206,431
+,2.76688,0,1,tcp,1040,-------,0,0.0,1.0,226,434
-,2.77152,0,1,tcp,1040,-------,0,0.0,1.0,210,402
r,2.7732,0,1,tcp,1040,-------,0,0.0,1.0,208,398
+,2.7732,1,0,ack,40,-------,0,1.0,0.0,208,435
-,2.7732,1,0,ack,40,-------,0,1.0,0.0,208,435
r,2.7752,1,0,ack,40,-------,0,1.0,0.0,207,433
+,2.7752,0,1,tcp,1040,-------,0,0.0,1.0,227,436
-,2.77984,0,1,tcp,1040,-------,0,0.0,1.0,211,404
r,2.78152,0,1,tcp,1040,-------,0,0.0,1.0,209,400
+,2.78152,1,0,ack,40,-------,0,1.0,0.0,209,437
-,2.78152,1,0,ack,40,-------,0,1.0,0.0,209,437
r,2.78352,1,0,ack,40,-------,0,1.0,0.0,208,435
+,2.78352,0,1,tcp,1040,-------,0,0.0,1.0,228,438
-,2.78816,0,1,tcp,1040,-------,0,0.0,1.0,212,406
r,2.78984,0,1,tcp,1040,-------,0,0.0,1.0,210,402
+,2.78984,1,0,ack,40,-------,0,1.0,0.0,210,439
-,2.78984,1,0,ack,40,-------,0,1.0,0.0,210,439
r,2.79184,1,0,ack,40,-------,0,1.0,0.0,209,437
+,2.79184,0,1,tcp,1040,-------,0,0.0,1.0,229,440
-,2.79648,0,1,tcp,1040,-------,0,0.0,1.0,213,408
r,2.79816,0,1,tcp,1040,-------,0,0.0,1.0,211,404
+,2.79816,1,0,ack,40,-------,0,1.0,0.0,211,441
-,2.79816,1,0,ack,40,-------,0,1.0,0.0,211,441
r,2.80016,1,0,ack,40,-------,0,1.0,0.0,210,439
+,2.80016,0,1,tcp,1040,-------,0,0.0,1.0,230,442
-,2.8048,0,1,tcp,1040,-------,0,0.0,1.0,214,410
r,2.80648,0,1,tcp,1040,-------,0,0.0,1.0,212,406
+,2.80648,1,0,ack,40,-------,0,1.0,0.0,212,443
-,2.80648,1,0,ack,40,-------,0,1.0,0.0,212,443
r,2.80848,1,0,ack,40,-------,0,1.0,0.0,211,441
+,2.80848,0,1,tcp,1040,-------,0,0.0,1.0,231,444
-,2.81312,0,1,tcp,1040,-------,0,0.0,1.0,215,412
r,2.8148,0,1,tcp,1040,-------,0,0.0,1.0,213,408
+,2.8148,1,0,ack,40,-------,0,1.0,0.0,213,445
-,2.8148,1,0,ack,40,-------,0,1.0,0.0,213,445
r,2.8168,1,0,ack,40,-------,0,1.0,0.0,212,443
+,2.8168,0,1,tcp,1040,-------,0,0.0,1.0,232,446
-,2.82144,0,1,tcp,1040,-------,0,0.0,1.0,216,414
r,2.82312,0,1,tcp,1040,-------,0,0.0,1.0,214,410
+,2.82312,1,0,ack,40,-------,0,1.0,0.0,214,447
-,2.82312,1,0,ack,40,-------,0,1.0,0.0,214,447
r,2.82512,1,0,ack,40,-------,0,1.0,0.0,213,445
+,2.82512,0,1,tcp,1040,-------,0,0.0,1.0,233,448
-,2.82976,0,1,tcp,1040,-------,0,0.0,1.0,217,416
r,2.83144,0,1,tcp,1040,-------,0,0.0,1.0,215,412
+,2.83144,1,0,ack,40,-------,0,1.0,0.0,215,449
-,2.83144,1,0,ack,40,-------,0,1.0,0.0,215,449
r,2.83344,1,0,ack,40,-------,0,1.0,0.0,214,447
+,2.83344,0,1,tcp,1040,-------,0,0.0,1.0,234,450
-,2.83808,0,1,tcp,1040,-------,0,0.0,1.0,218,418
r,2.83976,0,1,tcp,1040,-------,0,0.0,1.0,216,414
+,2.83976,1,0,ack,40,-------,0,1.0,0.0,216,451
-,2.83976,1,0,ack,40,-------,0,1.0,0.0,216,451
r,2.84176,1,0,ack,40,-------,0,1.0,0.0,215,449
+,2.84176,0,1,tcp,1040,-------,0,0.0,1.0,235,452
-,2.8464,0,1,tcp,1040,-------,0,0.0,1.0,219,420
r,2.84808,0,1,tcp,1040,-------,0,0.0,1.0,217,416
+,2.84808,1,0,ack,40,-------,0,1.0,0.0,217,453
-,2.84808,1,0,ack,40,-------,0,1.0,0.0,217,453
r,2.85008,1,0,ack,40,-------,0,1.0,0.0,216,451
+,2.85008,0,1,tcp,1040,-------,0,0.0,1.0,236,454
-,2.85472,0,1,tcp,1040,-------,0,0.0,1.0,220,422
r,2.8564,0,1,tcp,1040,-------,0,0.0,1.0,218,418
+,2.8564,1,0,ack,40,-------,0,1.0,0.0,218,455
-,2.8564,1,0,ack,40,-------,0,1.0,0.0,218,455
r,2.8584,1,0,ack,40,-------,0,1.0,0.0,217,453
+,2.8584,0,1,tcp,1040,-------,0,0.0,1.0,237,456
-,2.86304,0,1,tcp,1040,-------,0,0.0,1.0,221,424
r,2.86472,0,1,tcp,1040,-------,0,0.0,1.0,219,420
+,2.86472,1,0,ack,40,-------,0,1.0,0.0,219,457
-,2.86472,1,0,ack,40,-------,0,1.0,0.0,219,457
r,2.86672,1,0,ack,40,-------,0,1.0,0.0,218,455
+,2.86672,0,1,tcp,1040,-------,0,0.0,1.0,238,458
-,2.87136,0,1,tcp,1040,-------,0,0.0,1.0,222,426
r,2.87304,0,1,tcp,1040,-------,0,0.0,1.0,220,422
+,2.87304,1,0,ack,40,-------,0,1.0,0.0,220,459
-,2.87304,1,0,ack,40,-------,0,1.0,0.0,220,459
r,2.87504,1,0,ack,40,-------,0,1.0,0.0,219,457
+,2.87504,0,1,tcp,1040,-------,0,0.0,1.0,239,460
-,2.87968,0,1,tcp,1040,-------,0,0.0,1.0,223,428
r,2.88136,0,1,tcp,1040,-------,0,0.0,1.0,221,424
+,2.88136,1,0,ack,40,-------,0,1.0,0.0,221,461
-,2.88136,1,0,ack,40,-------,0,1.0,0.0,221,461
r,2.88336,1,0,ack,40,-------,0,1.0,0.0,220,459
+,2.88336,0,1,tcp,1040,-------,0,0.0,1.0,240,462
-,2.888,0,1,tcp,1040,-------,0,0.0,1.0,224,430
r,2.88968,0,1,tcp,1040,-------,0,0.0,1.0,222,426
+,2.88968,1,0,ack,40,-------,0,1.0,0.0,222,463
-,2.88968,1,0,ack,40,-------,0,1.0,0.0,222,463
r,2.89168,1,0,ack,40,-------,0,1.0,0.0,221,461
+,2.89168,0,1,tcp,1040,-------,0,0.0,1.0,241,464
-,2.89632,0,1,tcp,1040,-------,0,0.0,1.0,225,432
r,2.898,0,1,tcp,1040,-------,0,0.0,1.0,223,428
+,2.898,1,0,ack,40,-------,0,1.0,0.0,223,465
-,2.898,1,0,ack,40,-------,0,1.0,0.0,223,465
r,2.9,1,0,ack,40,-------,0,1.0,0.0,222,463
+,2.9,0,1,tcp,1040,-------,0,0.0,1.0,242,466
-,2.90464,0,1,tcp,1040,-------,0,0.0,1.0,226,434
r,2.90632,0,1,tcp,1040,-------,0,0.0,1.0,224,430
+,2.90632,1,0,ack,40,-------,0,1.0,0.0,224,467
-,2.90632,1,0,ack,40,-------,0,1.0,0.0,224,467
r,2.90832,1,0,ack,40,-------,0,1.0,0.0,223,465
+,2.90832,0,1,tcp,1040,-------,0,0.0,1.0,243,468
-,2.91296,0,1,tcp,1040,-------,0,0.0,1.0,227,436
r,2.91464,0,1,tcp,1040,-------,0,0.0,1.0,225,432
+,2.91464,1,0,ack,40,-------,0,1.0,0.0,225,469
-,2.91464,1,0,ack,40,-------,0,1.0,0.0,225,469
r,2.91664,1,0,ack,40,-------,0,1.0,0.0,224,467
+,2.91664,0,1,tcp,1040,-------,0,0.0,1.0,244,470
-,2.92128,0,1,tcp,1040,-------,0,0.0,1.0,228,438
r,2.92296,0,1,tcp,1040,-------,0,0.0,1.0,226,434
+,2.92296,1,0,ack,40,-------,0,1.0,0.0,226,471
-,2.92296,1,0,ack,40,-------,0,1.0,0.0,226,471
r,2.92496,1,0,ack,40,-------,0,1.0,0.0,225,469
+,2.92496,0,1,tcp,1040,-------,0,0.0,1.0,245,472
-,2.9296,0,1,tcp,1040,-------,0,0.0,1.0,229,440
r,2.93128,0,1,tcp,1040,-------,0,0.0,1.0,227,436
+,2.93128,1,0,ack,40,-------,0,1.0,0.0,227,473
-,2.93128,1,0,ack,40,-------,0,1.0,0.0,227,473
r,2.93328,1,0,ack,40,-------,0,1.0,0.0,226,471
+,2.93328,0,1,tcp,1040,-------,0,0.0,1.0,246,474
-,2.93792,0,1,tcp,1040,-------,0,0.0,1.0,230,442
r,2.9396,0,1,tcp,1040,-------,0,0.0,1.0,228,438
+,2.9396,1,0,ack,40,-------,0,1.0,0.0,228,475
-,2.9396,1,0,ack,40,-------,0,1.0,0.0,228,475
r,2.9416,1,0,ack,40,-------,0,1.0,0.0,227,473
+,2.9416,0,1,tcp,1040,-------,0,0.0,1.0,247,476
-,2.94624,0,1,tcp,1040,-------,0,0.0,1.0,231,444
r,2.94792,0,1,tcp,1040,-------,0,0.0,1.0,229,440
+,2.94792,1,0,ack,40,-------,0,1.0,0.0,229,477
-,2.94792,1,0,ack,40,-------,0,1.0,0.0,229,477
r,2.94992,1,0,ack,40,-------,0,1.0,0.0,228,475
+,2.94992,0,1,tcp,1040,-------,0,0.0,1.0,248,478
-,2.95456,0,1,tcp,1040,-------,0,0.0,1.0,232,446
r,2.95624,0,1,tcp,1040,-------,0,0.0,1.0,230,442
+,2.95624,1,0,ack,40,-------,0,1.0,0.0,230,479
-,2.95624,1,0,ack,40,-------,0,1.0,0.0,230,479
r,2.95824,1,0,ack,40,-------,0,1.0,0.0,229,477
+,2.95824,0,1,tcp,1040,-------,0,0.0,1.0,249,480
-,2.96288,0,1,tcp,1040,-------,0,0.0,1.0,233,448
r,2.96456,0,1,tcp,1040,-------,0,0.0,1.0,231,444
+,2.96456,1,0,ack,40,-------,0,1.0,0.0,231,481
-,2.96456,1,0,ack,40,-------,0,1.0,0.0,231,481
r,2.96656,1,0,ack,40,-------,0,1.0,0.0,230,479
+,2.96656,0,1,tcp,1040,-------,0,0.0,1.0,250,482
-,2.9712,0,1,tcp,1040,-------,0,0.0,1.0,234,450
r,2.97288,0,1,tcp,1040,-------,0,0.0,1.0,232,446
+,2.97288,1,0,ack,40,-------,0,1.0,0.0,232,483
-,2.97288,1,0,ack,40,-------,0,1.0,0.0,232,483
r,2.97488,1,0,ack,40,-------,0,1.0,0.0,231,481
+,2.97488,0,1,tcp,1040,-------,0,0.0,1.0,251,484
-,2.97952,0,1,tcp,1040,-------,0,0.0,1.0,235,452
r,2.9812,0,1,tcp,1040,-------,0,0.0,1.0,233,448
+,2.9812,1,0,ack,40,-------,0,1.0,0.0,233,485
-,2.9812,1,0,ack,40,-------,0,1.0,0.0,233,485
r,2.9832,1,0,ack,40,-------,0,1.0,0.0,232,483
+,2.9832,0,1,tcp,1040,-------,0,0.0,1.0,252,486
-,2.98784,0,1,tcp,1040,-------,0,0.0,1.0,236,454
r,2.98952,0,1,tcp,1040,-------,0,0.0,1.0,234,450
+,2.98952,1,0,ack,40,-------,0,1.0,0.0,234,487
-,2.98952,1,0,ack,40,-------,0,1.0,0.0,234,487
r,2.99152,1,0,ack,40,-------,0,1.0,0.0,233,485
+,2.99152,0,1,tcp,1040,-------,0,0.0,1.0,253,488
-,2.99616,0,1,tcp,1040,-------,0,0.0,1.0,237,456
r,2.99784,0,1,tcp,1040,-------,0,0.0,1.0,235,452
+,2.99784,1,0,ack,40,-------,0,1.0,0.0,235,489
-,2.99784,1,0,ack,40,-------,0,1.0,0.0,235,489
r,2.99984,1,0,ack,40,-------,0,1.0,0.0,234,487
+,2.99984,0,1,tcp,1040,-------,0,0.0,1.0,254,490
-,3.00448,0,1,tcp,1040,-------,0,0.0,1.0,238,458
r,3.00616,0,1,tcp,1040,-------,0,0.0,1.0,236,454
+,3.00616,1,0,ack,40,-------,0,1.0,0.0,236,491
-,3.00616,1,0,ack,40,-------,0,1.0,0.0,236,491
r,3.00816,1,0,ack,40,-------,0,1.0,0.0,235,489
+,3.00816,0,1,tcp,1040,-------,0,0.0,1.0,255,492
-,3.0128,0,1,tcp,1040,-------,0,0.0,1.0,239,460
r,3.01448,0,1,tcp,1040,-------,0,0.0,1.0,237,456
+,3.01448,1,0,ack,40,-------,0,1.0,0.0,237,493
-,3.01448,1,0,ack,40,-------,0,1.0,0.0,237,493
r,3.01648,1,0,ack,40,-------,0,1.0,0.0,236,491
+,3.01648,0,1,tcp,1040,-------,0,0.0,1.0,256,494
-,3.02112,0,1,tcp,1040,-------,0,0.0,1.0,240,462
r,3.0228,0,1,tcp,1040,-------,0,0.0,1.0,238,458
+,3.0228,1,0,ack,40,-------,0,1.0,0.0,238,495
-,3.0228,1,0,ack,40,-------,0,1.0,0.0,238,495
r,3.0248,1,0,ack,40,-------,0,1.0,0.0,237,493
+,3.0248,0,1,tcp,1040,-------,0,0.0,1.0,257,496
-,3.02944,0,1,tcp,1040,-------,0,0.0,1.0,241,464
r,3.03112,0,1,tcp,1040,-------,0,0.0,1.0,239,460
+,3.03112,1,0,ack,40,-------,0,1.0,0.0,239,497
-,3.03112,1,0,ack,40,-------,0,1.0,0.0,239,497
r,3.03312,1,0,ack,40,-------,0,1.0,0.0,238,495
+,3.03312,0,1,tcp,1040,-------,0,0.0,1.0,258,498
-,3.03776,0,1,tcp,1040,-------,0,0.0,1.0,242,466
r,3.03944,0,1,tcp,1040,-------,0,0.0,1.0,240,462
+,3.03944,1,0,ack,40,-------,0,1.0,0.0,240,499
-,3.03944,1,0,ack,40,-------,0,1.0,0.0,240,499
r,3.04144,1,0,ack,40,-------,0,1.0,0.0,239,497
+,3.04144,0,1,tcp,1040,-------,0,0.0,1.0,259,500
-,3.04608,0,1,tcp,1040,-------,0,0.0,1.0,243,468
r,3.04776,0,1,tcp,1040,-------,0,0.0,1.0,241,464
+,3.04776,1,0,ack,40,-------,0,1.0,0.0,241,501
-,3.04776,1,0,ack,40,-------,0,1.0,0.0,241,501
r,3.04976,1,0,ack,40,-------,0,1.0,0.0,240,499
+,3.04976,0,1,tcp,1040,-------,0,0.0,1.0,260,502
-,3.0544,0,1,tcp,1040,-------,0,0.0,1.0,244,470
r,3.05608,0,1,tcp,1040,-------,0,0.0,1.0,242,466
+,3.05608,1,0,ack,40,-------,0,1.0,0.0,242,503
-,3.05608,1,0,ack,40,-------,0,1.0,0.0,242,503
r,3.05808,1,0,ack,40,-------,0,1.0,0.0,241,501
+,3.05808,0,1,tcp,1040,-------,0,0.0,1.0,261,504
-,3.06272,0,1,tcp,1040,-------,0,0.0,1.0,245,472
r,3.0644,0,1,tcp,1040,-------,0,0.0,1.0,243,468
+,3.0644,1,0,ack,40,-------,0,1.0,0.0,243,505
-,3.0644,1,0,ack,40,-------,0,1.0,0.0,243,505
r,3.0664,1,0,ack,40,-------,0,1.0,0.0,242,503
+,3.0664,0,1,tcp,1040,-------,0,0.0,1.0,262,506
-,3.07104,0,1,tcp,1040,-------,0,0.0,1.0,246,474
r,3.07272,0,1,tcp,1040,-------,0,0.0,1.0,244,470
+,3.07272,1,0,ack,40,-------,0,1.0,0.0,244,507
-,3.07272,1,0,ack,40,-------,0,1.0,0.0,244,507
r,3.07472,1,0,ack,40,-------,0,1.0,0.0,243,505
+,3.07472,0,1,tcp,1040,-------,0,0.0,1.0,263,508
-,3.07936,0,1,tcp,1040,-------,0,0.0,1.0,247,476
r,3.08104,0,1,tcp,1040,-------,0,0.0,1.0,245,472
+,3.08104,1,0,ack,40,-------,0,1.0,0.0,245,509
-,3.08104,1,0,ack,40,-------,0,1.0,0.0,245,509
r,3.08304,1,0,ack,40,-------,0,1.0,0.0,244,507
+,3.08304,0,1,tcp,1040,-------,0,0.0,1.0,264,510
-,3.08768,0,1,tcp,1040,-------,0,0.0,1.0,248,478
r,3.08936,0,1,tcp,1040,-------,0,0.0,1.0,246,474
+,3.08936,1,0,ack,40,-------,0,1.0,0.0,246,511
-,3.08936,1,0,ack,40,-------,0,1.0,0.0,246,511
r,3.09136,1,0,ack,40,-------,0,1.0,0.0,245,509
+,3.09136,0,1,tcp,1040,-------,0,0.0,1.0,265,512
-,3.096,0,1,tcp,1040,-------,0,0.0,1.0,249,480
r,3.09768,0,1,tcp,1040,-------,0,0.0,1.0,247,476
+,3.09768,1,0,ack,40,-------,0,1.0,0.0,247,513
-,3.09768,1,0,ack,40,-------,0,1.0,0.0,247,513
r,3.09968,1,0,ack,40,-------,0,1.0,0.0,246,511
+,3.09968,0,1,tcp,1040,-------,0,0.0,1.0,266,514
-,3.10432,0,1,tcp,1040,-------,0,0.0,1.0,250,482
r,3.106,0,1,tcp,1040,-------,0,0.0,1.0,248,478
+,3.106,1,0,ack,40,-------,0,1.0,0.0,248,515
-,3.106,1,0,ack,40,-------,0,1.0,0.0,248,515
r,3.108,1,0,ack,40,-------,0,1.0,0.0,247,513
+,3.108,0,1,tcp,1040,-------,0,0.0,1.0,267,516
-,3.11264,0,1,tcp,1040,-------,0,0.0,1.0,251,484
r,3.11432,0,1,tcp,1040,-------,0,0.0,1.0,249,480
+,3.11432,1,0,ack,40,-------,0,1.0,0.0,249,517
-,3.11432,1,0,ack,40,-------,0,1.0,0.0,249,517
r,3.11632,1,0,ack,40,-------,0,1.0,0.0,248,515
+,3.11632,0,1,tcp,1040,-------,0,0.0,1.0,268,518
-,3.12096,0,1,tcp,1040,-------,0,0.0,1.0,252,486
r,3.12264,0,1,tcp,1040,-------,0,0.0,1.0,250,482
+,3.12264,1,0,ack,40,-------,0,1.0,0.0,250,519
-,3.12264,1,0,ack,40,-------,0,1.0,0.0,250,519
r,3.12464,1,0,ack,40,-------,0,1.0,0.0,249,517
+,3.12464,0,1,tcp,1040,-------,0,0.0,1.0,269,520
-,3.12928,0,1,tcp,1040,-------,0,0.0,1.0,253,488
r,3.13096,0,1,tcp,1040,-------,0,0.0,1.0,251,484
+,3.13096,1,0,ack,40,-------,0,1.0,0.0,251,521
-,3.13096,1,0,ack,40,-------,0,1.0,0.0,251,521
r,3.13296,1,0,ack,40,-------,0,1.0,0.0,250,519
+,3.13296,0,1,tcp,1040,-------,0,0.0,1.0,270,522
-,3.1376,0,1,tcp,1040,-------,0,0.0,1.0,254,490
r,3.13928,0,1,tcp,1040,-------,0,0.0,1.0,252,486
+,3.13928,1,0,ack,40,-------,0,1.0,0.0,252,523
-,3.13928,1,0,ack,40,-------,0,1.0,0.0,252,523
r,3.14128,1,0,ack,40,-------,0,1.0,0.0,251,521
+,3.14128,0,1,tcp,1040,-------,0,0.0,1.0,271,524
-,3.14592,0,1,tcp,1040,-------,0,0.0,1.0,255,492
r,3.1476,0,1,tcp,1040,-------,0,0.0,1.0,253,488
+,3.1476,1,0,ack,40,-------,0,1.0,0.0,253,525
-,3.1476,1,0,ack,40,-------,0,1.0,0.0,253,525
r,3.1496,1,0,ack,40,-------,0,1.0,0.0,252,523
+,3.1496,0,1,tcp,1040,-------,0,0.0,1.0,272,526
-,3.15424,0,1,tcp,1040,-------,0,0.0,1.0,256,494
r,3.15592,0,1,tcp,1040,-------,0,0.0,1.0,254,490
+,3.15592,1,0,ack,40,-------,0,1.0,0.0,254,527
-,3.15592,1,0,ack,40,-------,0,1.0,0.0,254,527
r,3.15792,1,0,ack,40,-------,0,1.0,0.0,253,525
+,3.15792,0,1,tcp,1040,-------,0,0.0,1.0,273,528
-,3.16256,0,1,tcp,1040,-------,0,0.0,1.0,257,496
r,3.16424,0,1,tcp,1040,-------,0,0.0,1.0,255,492
+,3.16424,1,0,ack,40,-------,0,1.0,0.0,255,529
-,3.16424,1,0,ack,40,-------,0,1.0,0.0,255,529
r,3.16624,1,0,ack,40,-------,0,1.0,0.0,254,527
+,3.16624,0,1,tcp,1040,-------,0,0.0,1.0,274,530
-,3.17088,0,1,tcp,1040,-------,0,0.0,1.0,258,498
r,3.17256,0,1,tcp,1040,-------,0,0.0,1.0,256,494
+,3.17256,1,0,ack,40,-------,0,1.0,0.0,256,531
-,3.17256,1,0,ack,40,-------,0,1.0,0.0,256,531
r,3.17456,1,0,ack,40,-------,0,1.0,0.0,255,529
+,3.17456,0,1,tcp,1040,-------,0,0.0,1.0,275,532
-,3.1792,0,1,tcp,1040,-------,0,0.0,1.0,259,500
r,3.18088,0,1,tcp,1040,-------,0,0.0,1.0,257,496
+,3.18088,1,0,ack,40,-------,0,1.0,0.0,257,533
-,3.18088,1,0,ack,40,-------,0,1.0,0.0,257,533
r,3.18288,1,0,ack,40,-------,0,1.0,0.0,256,531
+,3.18288,0,1,tcp,1040,-------,0,0.0,1.0,276,534
-,3.18752,0,1,tcp,1040,-------,0,0.0,1.0,260,502
r,3.1892,0,1,tcp,1040,-------,0,0.0,1.0,258,498
+,3.1892,1,0,ack,40,-------,0,1.0,0.0,258,535
-,3.1892,1,0,ack,40,-------,0,1.0,0.0,258,535
r,3.1912,1,0,ack,40,-------,0,1.0,0.0,257,533
+,3.1912,0,1,tcp,1040,-------,0,0.0,1.0,277,536
-,3.19584,0,1,tcp,1040,-------,0,0.0,1.0,261,504
r,3.19752,0,1,tcp,1040,-------,0,0.0,1.0,259,500
+,3.19752,1,0,ack,40,-------,0,1.0,0.0,259,537
-,3.19752,1,0,ack,40,-------,0,1.0,0.0,259,537
r,3.19952,1,0,ack,40,-------,0,1.0,0.0,258,535
+,3.19952,0,1,tcp,1040,-------,0,0.0,1.0,278,538
-,3.20416,0,1,tcp,1040,-------,0,0.0,1.0,262,506
r,3.20584,0,1,tcp,1040,-------,0,0.0,1.0,260,502
+,3.20584,1,0,ack,40,-------,0,1.0,0.0,260,539
-,3.20584,1,0,ack,40,-------,0,1.0,0.0,260,539
r,3.20784,1,0,ack,40,-------,0,1.0,0.0,259,537
+,3.20784,0,1,tcp,1040,-------,0,0.0,1.0,279,540
-,3.21248,0,1,tcp,1040,-------,0,0.0,1.0,263,508
r,3.21416,0,1,tcp,1040,-------,0,0.0,1.0,261,504
+,3.21416,1,0,ack,40,-------,0,1.0,0.0,261,541
-,3.21416,1,0,ack,40,-------,0,1.0,0.0,261,541
r,3.21616,1,0,ack,40,-------,0,1.0,0.0,260,539
+,3.21616,0,1,tcp,1040,-------,0,0.0,1.0,280,542
-,3.2208,0,1,tcp,1040,-------,0,0.0,1.0,264,510
r,3.22248,0,1,tcp,1040,-------,0,0.0,1.0,262,506
+,3.22248,1,0,ack,40,-------,0,1.0,0.0,262,543
-,3.22248,1,0,ack,40,-------,0,1.0,0.0,262,543
r,3.22448,1,0,ack,40,-------,0,1.0,0.0,261,541
+,3.22448,0,1,tcp,1040,-------,0,0.0,1.0,281,544
-,3.22912,0,1,tcp,1040,-------,0,0.0,1.0,265,512
r,3.2308,0,1,tcp,1040,-------,0,0.0,1.0,263,508
+,3.2308,1,0,ack,40,-------,0,1.0,0.0,263,545
-,3.2308,1,0,ack,40,-------,0,1.0,0.0,263,545
r,3.2328,1,0,ack,40,-------,0,1.0,0.0,262,543
+,3.2328,0,1,tcp,1040,-------,0,0.0,1.0,282,546
-,3.23744,0,1,tcp,1040,-------,0,0.0,1.0,266,514
r,3.23912,0,1,tcp,1040,-------,0,0.0,1.0,264,510
+,3.23912,1,0,ack,40,-------,0,1.0,0.0,264,547
-,3.23912,1,0,ack,40,-------,0,1.0,0.0,264,547
r,3.24112,1,0,ack,40,-------,0,1.0,0.0,263,545
+,3.24112,0,1,tcp,1040,-------,0,0.0,1.0,283,548
-,3.24576,0,1,tcp,1040,-------,0,0.0,1.0,267,516
r,3.24744,0,1,tcp,1040,-------,0,0.0,1.0,265,512
+,3.24744,1,0,ack,40,-------,0,1.0,0.0,265,549
-,3.24744,1,0,ack,40,-------,0,1.0,0.0,265,549
r,3.24944,1,0,ack,40,-------,0,1.0,0.0,264,547
+,3.24944,0,1,tcp,1040,-------,0,0.0,1.0,284,550
-,3.25408,0,1,tcp,1040,-------,0,0.0,1.0,268,518
r,3.25576,0,1,tcp,1040,-------,0,0.0,1.0,266,514
+,3.25576,1,0,ack,40,-------,0,1.0,0.0,266,551
-,3.25576,1,0,ack,40,-------,0,1.0,0.0,266,551
r,3.25776,1,0,ack,40,-------,0,1.0,0.0,265,549
+,3.25776,0,1,tcp,1040,-------,0,0.0,1.0,285,552
-,3.2624,0,1,tcp,1040,-------,0,0.0,1.0,269,520
r,3.26408,0,1,tcp,1040,-------,0,0.0,1.0,267,516
+,3.26408,1,0,ack,40,-------,0,1.0,0.0,267,553
-,3.26408,1,0,ack,40,-------,0,1.0,0.0,267,553
r,3.26608,1,0,ack,40,-------,0,1.0,0.0,266,551
