Event_Type,Time,Source_Node,Destination_Node,Protocol,Packet_Size,Flags,Flow_ID,Source_Address,Destination_Address,Sequence_Number,Packet_ID
+,4.97168,0,1,tcp,1040,-------,0,0.0,1.0,491,964
-,4.97632,0,1,tcp,1040,-------,0,0.0,1.0,475,932
r,4.978,0,1,tcp,1040,-------,0,0.0,1.0,473,928
+,4.978,1,0,ack,40,-------,0,1.0,0.0,473,965
-,4.978,1,0,ack,40,-------,0,1.0,0.0,473,965
r,4.98,1,0,ack,40,-------,0,1.0,0.0,472,963
+,4.98,0,1,tcp,1040,-------,0,0.0,1.0,492,966
-,4.98464,0,1,tcp,1040,-------,0,0.0,1.0,476,934
r,4.98632,0,1,tcp,1040,-------,0,0.0,1.0,474,930
+,4.98632,1,0,ack,40,-------,0,1.0,0.0,474,967
-,4.98632,1,0,ack,40,-------,0,1.0,0.0,474,967
r,4.98832,1,0,ack,40,-------,0,1.0,0.0,473,965
+,4.98832,0,1,tcp,1040,-------,0,0.0,1.0,493,968
-,4.99296,0,1,tcp,1040,-------,0,0.0,1.0,477,936
r,4.99464,0,1,tcp,1040,-------,0,0.0,1.0,475,932
+,4.99464,1,0,ack,40,-------,0,1.0,0.0,475,969
-,4.99464,1,0,ack,40,-------,0,1.0,0.0,475,969
r,4.99664,1,0,ack,40,-------,0,1.0,0.0,474,967
+,4.99664,0,1,tcp,1040,-------,0,0.0,1.0,494,970
-,5.00128,0,1,tcp,1040,-------,0,0.0,1.0,478,938
r,5.00296,0,1,tcp,1040,-------,0,0.0,1.0,476,934
+,5.00296,1,0,ack,40,-------,0,1.0,0.0,476,971
-,5.00296,1,0,ack,40,-------,0,1.0,0.0,476,971
r,5.00496,1,0,ack,40,-------,0,1.0,0.0,475,969
-,5.0096,0,1,tcp,1040,-------,0,0.0,1.0,479,940
r,5.01128,0,1,tcp,1040,-------,0,0.0,1.0,477,936
+,5.01128,1,0,ack,40,-------,0,1.0,0.0,477,972
-,5.01128,1,0,ack,40,-------,0,1.0,0.0,477,972
r,5.01328,1,0,ack,40,-------,0,1.0,0.0,476,971
-,5.01792,0,1,tcp,1040,-------,0,0.0,1.0,480,942
r,5.0196,0,1,tcp,1040,-------,0,0.0,1.0,478,938
+,5.0196,1,0,ack,40,-------,0,1.0,0.0,478,973
-,5.0196,1,0,ack,40,-------,0,1.0,0.0,478,973
r,5.0216,1,0,ack,40,-------,0,1.0,0.0,477,972
-,5.02624,0,1,tcp,1040,-------,0,0.0,1.0,481,944
r,5.02792,0,1,tcp,1040,-------,0,0.0,1.0,479,940
+,5.02792,1,0,ack,40,-------,0,1.0,0.0,479,974
-,5.02792,1,0,ack,40,-------,0,1.0,0.0,479,974
r,5.02992,1,0,ack,40,-------,0,1.0,0.0,478,973
-,5.03456,0,1,tcp,1040,-------,0,0.0,1.0,482,946
r,5.03624,0,1,tcp,1040,-------,0,0.0,1.0,480,942
+,5.03624,1,0,ack,40,-------,0,1.0,0.0,480,975
-,5.03624,1,0,ack,40,-------,0,1.0,0.0,480,975
r,5.03824,1,0,ack,40,-------,0,1.0,0.0,479,974
-,5.04288,0,1,tcp,1040,-------,0,0.0,1.0,483,948
r,5.04456,0,1,tcp,1040,-------,0,0.0,1.0,481,944
+,5.04456,1,0,ack,40,-------,0,1.0,0.0,481,976
-,5.04456,1,0,ack,40,-------,0,1.0,0.0,481,976
r,5.04656,1,0,ack,40,-------,0,1.0,0.0,480,975
-,5.0512,0,1,tcp,1040,-------,0,0.0,1.0,484,950
r,5.05288,0,1,tcp,1040,-------,0,0.0,1.0,482,946
+,5.05288,1,0,ack,40,-------,0,1.0,0.0,482,977
-,5.05288,1,0,ack,40,-------,0,1.0,0.0,482,977
r,5.05488,1,0,ack,40,-------,0,1.0,0.0,481,976
-,5.05952,0,1,tcp,1040,-------,0,0.0,1.0,485,952
r,5.0612,0,1,tcp,1040,-------,0,0.0,1.0,483,948
+,5.0612,1,0,ack,40,-------,0,1.0,0.0,483,978
-,5.0612,1,0,ack,40,-------,0,1.0,0.0,483,978
r,5.0632,1,0,ack,40,-------,0,1.0,0.0,482,977
-,5.06784,0,1,tcp,1040,-------,0,0.0,1.0,486,954
r,5.06952,0,1,tcp,1040,-------,0,0.0,1.0,484,950
+,5.06952,1,0,ack,40,-------,0,1.0,0.0,484,979
-,5.06952,1,0,ack,40,-------,0,1.0,0.0,484,979
r,5.07152,1,0,ack,40,-------,0,1.0,0.0,483,978
-,5.07616,0,1,tcp,1040,-------,0,0.0,1.0,487,956
r,5.07784,0,1,tcp,1040,-------,0,0.0,1.0,485,952
+,5.07784,1,0,ack,40,-------,0,1.0,0.0,485,980
-,5.07784,1,0,ack,40,-------,0,1.0,0.0,485,980
r,5.07984,1,0,ack,40,-------,0,1.0,0.0,484,979
-,5.08448,0,1,tcp,1040,-------,0,0.0,1.0,488,958
r,5.08616,0,1,tcp,1040,-------,0,0.0,1.0,486,954
+,5.08616,1,0,ack,40,-------,0,1.0,0.0,486,981
-,5.08616,1,0,ack,40,-------,0,1.0,0.0,486,981
r,5.08816,1,0,ack,40,-------,0,1.0,0.0,485,980
-,5.0928,0,1,tcp,1040,-------,0,0.0,1.0,489,960
r,5.09448,0,1,tcp,1040,-------,0,0.0,1.0,487,956
+,5.09448,1,0,ack,40,-------,0,1.0,0.0,487,982
-,5.09448,1,0,ack,40,-------,0,1.0,0.0,487,982
r,5.09648,1,0,ack,40,-------,0,1.0,0.0,486,981
-,5.10112,0,1,tcp,1040,-------,0,0.0,1.0,490,962
r,5.1028,0,1,tcp,1040,-------,0,0.0,1.0,488,958
+,5.1028,1,0,ack,40,-------,0,1.0,0.0,488,983
-,5.1028,1,0,ack,40,-------,0,1.0,0.0,488,983
r,5.1048,1,0,ack,40,-------,0,1.0,0.0,487,982
-,5.10944,0,1,tcp,1040,-------,0,0.0,1.0,491,964
r,5.11112,0,1,tcp,1040,-------,0,0.0,1.0,489,960
+,5.11112,1,0,ack,40,-------,0,1.0,0.0,489,984
-,5.11112,1,0,ack,40,-------,0,1.0,0.0,489,984
r,5.11312,1,0,ack,40,-------,0,1.0,0.0,488,983
-,5.11776,0,1,tcp,1040,-------,0,0.0,1.0,492,966
r,5.11944,0,1,tcp,1040,-------,0,0.0,1.0,490,962
+,5.11944,1,0,ack,40,-------,0,1.0,0.0,490,985
-,5.11944,1,0,ack,40,-------,0,1.0,0.0,490,985
r,5.12144,1,0,ack,40,-------,0,1.0,0.0,489,984
-,5.12608,0,1,tcp,1040,-------,0,0.0,1.0,493,968
r,5.12776,0,1,tcp,1040,-------,0,0.0,1.0,491,964
+,5.12776,1,0,ack,40,-------,0,1.0,0.0,491,986
-,5.12776,1,0,ack,40,-------,0,1.0,0.0,491,986
r,5.12976,1,0,ack,40,-------,0,1.0,0.0,490,985
-,5.1344,0,1,tcp,1040,-------,0,0.0,1.0,494,970
r,5.13608,0,1,tcp,1040,-------,0,0.0,1.0,492,966
+,5.13608,1,0,ack,40,-------,0,1.0,0.0,492,987
-,5.13608,1,0,ack,40,-------,0,1.0,0.0,492,987
r,5.13808,1,0,ack,40,-------,0,1.0,0.0,491,986
r,5.1444,0,1,tcp,1040,-------,0,0.0,1.0,493,968
+,5.1444,1,0,ack,40,-------,0,1.0,0.0,493,988
-,5.1444,1,0,ack,40,-------,0,1.0,0.0,493,988
r,5.1464,1,0,ack,40,-------,0,1.0,0.0,492,987
r,5.15272,0,1,tcp,1040,-------,0,0.0,1.0,494,970
+,5.15272,1,0,ack,40,-------,0,1.0,0.0,494,989
-,5.15272,1,0,ack,40,-------,0,1.0,0.0,494,989
r,5.15472,1,0,ack,40,-------,0,1.0,0.0,493,988
r,5.16304,1,0,ack,40,-------,0,1.0,0.0,494,989
